round,time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
1,2022-11-24 08:00:00+09:00,99,10.86,75,1021,4.96,20,0,0,6.66667,16.0934,0,121.092,7.1488
1,2022-11-24 09:00:00+09:00,99,11.12,73,1022,4.64,16,0,0,6.11111,16.0934,1,131.249,17.0938
1,2022-11-24 10:00:00+09:00,100,11.54,70,1022,3.92,10,0,0,4.44444,16.0934,1,143.375,25.4541
1,2022-11-24 11:00:00+09:00,100,12.11,68,1022,4.5,10,0,0,2.77778,16.0934,1,157.807,31.5163
1,2022-11-24 12:00:00+09:00,97,12.73,64,1021,4.34,3,0,0,1.11111,16.0934,1,174.189,34.5041
1,2022-11-24 13:00:00+09:00,74,13.18,63,1021,4.68,344,0,0,-0.555556,16.0934,2,191.172,33.9161
1,2022-11-24 14:00:00+09:00,59,13.32,64,1021,4.77,334,0,0,5.68E-14,16.0934,2,207.023,29.8587
1,2022-11-24 15:00:00+09:00,49,13.29,65,1021,5.46,335,0,0,2.22222,16.0934,2,220.7,22.9676
1,2022-11-24 16:00:00+09:00,0,13.19,66,1021,5.45,340,0,0,3.88889,16.0934,1,232.129,14.0259
1,2022-11-24 17:00:00+09:00,0,12.8,68,1021,5.06,339,0,0,5,16.0934,0,241.757,3.69122
1,2022-11-24 18:00:00+09:00,0,12.35,69,1022,4.64,347,0,0,5.55556,16.0934,0,250.164,-7.56246
1,2022-11-24 19:00:00+09:00,0,12.14,69,1022,4.05,355,0,0,6.11111,16.0934,0,257.926,-19.4055
1,2022-11-24 20:00:00+09:00,0,12,68,1022,3.81,1,0,0,6.11111,16.0934,0,265.66,-31.5938
1,2022-11-24 21:00:00+09:00,0,11.83,67,1022,3.22,12,0,0,5,16.0934,0,274.225,-43.9066
1,2022-11-24 22:00:00+09:00,0,11.63,67,1023,2.73,15,0,0,5.55556,16.0934,0,285.291,-56.0457
1,2022-11-24 23:00:00+09:00,41,11.39,67,1022,2.82,39,0,0,5,16.0934,0,303.306,-67.3142
1,2022-11-25 00:00:00+09:00,49,11.15,66,1023,2.36,44,0,0,3.88889,16.0934,0,340.874,-75.1507
1,2022-11-25 01:00:00+09:00,16,11.42,61,1022,1.42,56,0,0,4.44444,16.0934,0,34.1186,-73.4172
1,2022-11-25 02:00:00+09:00,29,11.28,61,1022,1.99,53,0,0,3.33333,16.0934,0,63.6671,-63.977
1,2022-11-25 03:00:00+09:00,40,11.06,60,1022,2.39,63,0,0,3.33333,16.0934,0,78.6832,-52.3085
1,2022-11-25 04:00:00+09:00,88,10.8,59,1021,2.44,75,0,0,2.77778,16.0934,0,88.6934,-40.077
1,2022-11-25 05:00:00+09:00,88,10.61,58,1021,2.36,100,0,0,4.44444,16.0934,0,96.8815,-27.7866
1,2022-11-25 06:00:00+09:00,92,10.63,57,1021,2.6,126,0,0,5.55556,16.0934,0,104.556,-15.6948
1,2022-11-25 07:00:00+09:00,93,10.85,57,1021,2.72,138,0,0,6.66667,16.0934,0,112.465,-4.02249
1,2022-11-25 08:00:00+09:00,94,11.15,56,1021,2.98,140,0,0,7.22222,16.0934,1,121.199,6.96476
1,2022-11-25 09:00:00+09:00,92,11.69,55,1021,2.83,129,0,0,7.22222,16.0934,2,131.333,16.8978
1,2022-11-25 10:00:00+09:00,61,12.42,53,1021,2.75,132,0,0,6.66667,16.0934,2,143.427,25.2474
1,2022-11-25 11:00:00+09:00,80,13.24,55,1021,2.88,153,0,0,7.22222,16.0934,3,157.809,31.3048
1,2022-11-25 12:00:00+09:00,87,14.1,59,1021,2.97,169,0,0,7.22222,16.0934,3,174.127,34.2989
1,2022-11-25 13:00:00+09:00,90,14.75,59,1019,2.86,177,0,0,7.22222,16.0934,2,191.049,33.7311
1,2022-11-25 14:00:00+09:00,92,15.19,60,1018,3.48,189,0,0,7.77778,16.0934,2,206.858,29.7033
1,2022-11-25 15:00:00+09:00,84,15.45,60,1017,4.69,184,0,0,7.77778,16.0934,1,220.515,22.8439
1,2022-11-25 16:00:00+09:00,63,15.41,61,1017,4.95,181,0,0,8.33333,16.0934,1,231.935,13.9305
1,2022-11-25 17:00:00+09:00,80,14.89,65,1017,3.9,183,0,0,8.88889,16.0934,0,241.559,3.61899
1,2022-11-25 18:00:00+09:00,87,14.52,66,1018,3.74,177,0,0,8.88889,16.0934,0,249.959,-7.61685
1,2022-11-25 19:00:00+09:00,90,14.2,68,1018,3.22,168,0,0,9.44444,16.0934,0,257.708,-19.4472
1,2022-11-25 20:00:00+09:00,92,13.95,69,1018,2.7,157,0,0,8.33333,16.0934,0,265.417,-31.6281
1,2022-11-25 21:00:00+09:00,93,13.74,70,1018,1.93,148,0,0,8.33333,16.0934,0,273.938,-43.9405
1,2022-11-25 22:00:00+09:00,100,13.56,70,1018,1.59,123,0,0,10,16.0934,0,284.925,-56.0907
1,2022-11-25 23:00:00+09:00,100,13.36,71,1018,1.17,91,0,0,9.44444,16.0934,0,302.806,-67.3957
1,2022-11-26 00:00:00+09:00,68,13.21,71,1018,1.31,95,0,0,8.88889,16.0934,0,340.385,-75.3183
1,2022-11-26 01:00:00+09:00,29,13.5,79,1017,0.96,33,0,0,9.44444,9.65606,0,34.244,-73.6228
1,2022-11-26 02:00:00+09:00,25,13.27,79,1017,1.26,55,0,0,7.77778,16.0934,0,63.9211,-64.1533
1,2022-11-26 03:00:00+09:00,21,13.03,80,1017,1.35,63,0,0,8.88889,16.0934,0,78.9008,-52.4688
1,2022-11-26 04:00:00+09:00,0,12.83,81,1016,1.25,44,0,0,8.88889,16.0934,0,88.8738,-40.2327
1,2022-11-26 05:00:00+09:00,0,12.71,81,1016,1.05,28,0,0,8.88889,16.0934,0,97.0348,-27.9441
1,2022-11-26 06:00:00+09:00,0,12.66,82,1016,1.5,3,0,0,8.33333,9.65606,0,104.69,-15.8579
1,2022-11-26 07:00:00+09:00,0,12.55,84,1017,3.86,355,0,0,7.77778,16.0934,0,112.582,-4.19403
1,2022-11-26 08:00:00+09:00,4,12.28,80,1018,6.9,3,0,0,6.66667,16.0934,1,121.299,6.78284
1,2022-11-26 09:00:00+09:00,11,12.3,76,1018,7.67,6,0,0,5,16.0934,2,131.411,16.7047
1,2022-11-26 10:00:00+09:00,29,12.56,67,1019,9.01,5,0,0,3.33333,16.0934,2,143.471,25.0447
1,2022-11-26 11:00:00+09:00,51,12.5,62,1020,9.06,5,0,0,1.11111,16.0934,3,157.805,31.0983
1,2022-11-26 12:00:00+09:00,60,12.43,60,1020,10.08,359,0,0,-1.11111,16.0934,3,174.062,34.0998
1,2022-11-26 13:00:00+09:00,45,12.24,60,1019,10.54,357,0,0,-2.77778,16.0934,3,190.925,33.5528
1,2022-11-26 14:00:00+09:00,36,12,57,1019,10.72,355,0,0,-3.88889,16.0934,2,206.694,29.5548
1,2022-11-26 15:00:00+09:00,30,11.59,56,1019,10.76,353,0,0,-3.88889,16.0934,2,220.332,22.7268
1,2022-11-26 16:00:00+09:00,0,10.99,57,1020,10.22,355,0,0,-2.77778,16.0934,1,231.745,13.8414
1,2022-11-26 17:00:00+09:00,0,10.41,58,1020,9.2,357,0,0,-1.66667,16.0934,0,241.364,3.5529
1,2022-11-26 18:00:00+09:00,1,9.71,60,1021,8.15,2,0,0,-0.555556,16.0934,0,249.758,-7.66527
1,2022-11-26 19:00:00+09:00,1,8.96,63,1021,7.59,6,0,0,5.68E-14,16.0934,0,257.494,-19.483
1,2022-11-26 20:00:00+09:00,1,8.52,62,1022,7.5,3,0,0,-0.555556,16.0934,0,265.179,-31.6565
1,2022-11-26 21:00:00+09:00,1,8.16,61,1022,7.43,6,0,0,-1.11111,16.0934,0,273.657,-43.9682
1,2022-11-26 22:00:00+09:00,0,7.63,60,1022,6.98,8,0,0,-0.555556,16.0934,0,284.565,-56.129
1,2022-11-26 23:00:00+09:00,0,7.3,60,1022,6.4,9,0,0,-0.555556,16.0934,0,302.311,-67.4694
1,2022-11-27 00:00:00+09:00,0,6.99,61,1022,5.97,12,0,0,-1.11111,16.0934,0,339.882,-75.4779
1,2022-11-27 01:00:00+09:00,0,7.02,56,1021,4.87,15,0,0,-2.22222,16.0934,0,34.3526,-73.824
1,2022-11-27 02:00:00+09:00,0,6.71,56,1021,4.9,16,0,0,-2.22222,16.0934,0,64.1627,-64.3274
1,2022-11-27 03:00:00+09:00,0,6.45,55,1021,4.81,21,0,0,-2.77778,16.0934,0,79.1086,-52.6278
1,2022-11-27 04:00:00+09:00,5,6.28,54,1020,4.82,29,0,0,-3.33333,16.0934,0,89.0459,-40.3874
1,2022-11-27 05:00:00+09:00,3,6.25,52,1020,4.19,34,0,0,-3.88889,16.0934,0,97.1807,-28.1005
1,2022-11-27 06:00:00+09:00,4,6.24,51,1020,4.01,36,0,0,-5,16.0934,0,104.816,-16.0198
1,2022-11-27 07:00:00+09:00,3,6.31,49,1020,3.83,48,0,0,-3.88889,16.0934,0,112.692,-4.36394
1,2022-11-27 08:00:00+09:00,3,6.69,46,1020,3.17,55,0,0,-3.33333,16.0934,1,121.392,6.60316
1,2022-11-27 09:00:00+09:00,3,7.7,41,1020,3.03,76,0,0,-2.77778,16.0934,2,131.482,16.5147
1,2022-11-27 10:00:00+09:00,5,9.18,37,1020,3.03,97,0,0,-3.88889,16.0934,2,143.51,24.8462
1,2022-11-27 11:00:00+09:00,5,10.87,32,1020,2.7,123,0,0,-6.11111,16.0934,3,157.796,30.8971
1,2022-11-27 12:00:00+09:00,6,12.27,31,1020,2.36,148,0,0,-8.33333,16.0934,3,173.993,33.9069
1,2022-11-27 13:00:00+09:00,9,13.37,34,1019,2.55,171,0,0,-10,16.0934,3,190.8,33.3812
1,2022-11-27 14:00:00+09:00,9,14.21,38,1019,2.41,181,0,0,-8.33333,16.0934,2,206.531,29.413
1,2022-11-27 15:00:00+09:00,24,14.47,44,1018,2.61,176,0,0,-3.88889,16.0934,2,220.15,22.6163
1,2022-11-27 16:00:00+09:00,100,14.38,48,1019,3.15,164,0,0,-1.66667,16.0934,1,231.557,13.7588
1,2022-11-27 17:00:00+09:00,100,13.73,53,1019,3.3,151,0,0,0.555556,16.0934,0,241.173,3.49294
1,2022-11-27 18:00:00+09:00,100,13.14,56,1019,3.33,144,0,0,1.11111,16.0934,0,249.561,-7.70775
1,2022-11-27 19:00:00+09:00,100,12.79,55,1020,3.59,130,0,0,2.22222,16.0934,0,257.284,-19.5129
1,2022-11-27 20:00:00+09:00,100,12.48,55,1020,3.67,125,0,0,2.22222,16.0934,0,264.946,-31.6791
1,2022-11-27 21:00:00+09:00,100,12.17,56,1020,3.77,116,0,0,2.22222,16.0934,0,273.381,-43.9898
1,2022-11-27 22:00:00+09:00,100,11.88,58,1020,4,105,0,0,2.77778,16.0934,0,284.213,-56.1606
1,2022-11-27 23:00:00+09:00,91,11.68,61,1020,4.48,106,0,0,3.88889,16.0934,0,301.82,-67.5352
1,2022-11-28 00:00:00+09:00,61,11.57,66,1020,4.81,106,0,0,5,16.0934,0,339.367,-75.6293
1,2022-11-28 01:00:00+09:00,50,11.98,78,1019,6.16,111,0,0,7.22222,16.0934,0,34.4438,-74.0208
1,2022-11-28 02:00:00+09:00,49,12.12,79,1018,6.29,113,0,0,7.77778,16.0934,0,64.3916,-64.4991
1,2022-11-28 03:00:00+09:00,40,12.31,78,1018,5.71,117,0,0,8.88889,16.0934,0,79.3065,-52.7853
1,2022-11-28 04:00:00+09:00,0,12.31,79,1018,5.35,117,0,0,9.44444,16.0934,0,89.2095,-40.5411
1,2022-11-28 05:00:00+09:00,0,12.2,82,1018,5.93,112,0,0,10,16.0934,0,97.3191,-28.2559
1,2022-11-28 06:00:00+09:00,0,12.38,84,1017,6.31,115,0,0,10,16.0934,0,104.936,-16.1804
1,2022-11-28 07:00:00+09:00,0,12.74,85,1017,6,116,0,0,11.1111,16.0934,0,112.795,-4.53212
1,2022-11-28 08:00:00+09:00,1,13.07,86,1018,5.2,120,0,0,11.6667,16.0934,1,121.478,6.42585
1,2022-11-28 09:00:00+09:00,10,14.14,85,1017,5.49,129,0,0,12.2222,16.0934,2,131.546,16.3279
1,2022-11-28 10:00:00+09:00,26,15.45,84,1017,4.9,143,0,0,12.2222,16.0934,2,143.542,24.6518
1,2022-11-28 11:00:00+09:00,63,16.69,79,1017,5.57,153,0,0,12.7778,16.0934,3,157.781,30.7012
1,2022-11-28 12:00:00+09:00,75,17.32,77,1016,5.75,156,0,0,12.7778,16.0934,3,173.921,33.7203
1,2022-11-28 13:00:00+09:00,82,17.97,74,1015,7.48,159,0,0,12.2222,16.0934,3,190.673,33.2164
1,2022-11-28 14:00:00+09:00,85,18.06,75,1014,7.26,161,0,0,11.6667,16.0934,2,206.368,29.2782
1,2022-11-28 15:00:00+09:00,88,17.9,76,1013,6,166,0,0,11.6667,9.65606,1,219.971,22.5126
1,2022-11-28 16:00:00+09:00,100,17.44,79,1013,5.4,179,0,0,12.2222,16.0934,0,231.372,13.6826
1,2022-11-28 17:00:00+09:00,100,16.53,86,1013,4.15,181,0.48,0,12.7778,9.65606,0,240.985,3.43912
1,2022-11-28 18:00:00+09:00,100,16.31,88,1013,4.12,163,0.35,0,13.3333,9.65606,0,249.368,-7.7443
1,2022-11-28 19:00:00+09:00,100,16.27,88,1012,3.65,133,0.23,0,13.8889,6.43738,0,257.08,-19.5371
1,2022-11-28 20:00:00+09:00,100,16.12,91,1012,4.26,130,0.18,0,13.8889,11.2654,0,264.719,-31.6958
1,2022-11-28 21:00:00+09:00,100,16.26,94,1011,3.85,159,0.63,0,13.8889,6.43738,0,273.112,-44.0054
1,2022-11-28 22:00:00+09:00,100,16.27,97,1010,4.05,161,1.01,0,15,6.43738,0,283.867,-56.1856
1,2022-11-28 23:00:00+09:00,100,16.27,99,1009,3.7,162,1.03,0,15.5556,6.43738,0,301.336,-67.5933
1,2022-11-29 00:00:00+09:00,100,16.04,99,1009,2.7,221,0.75,0,16.1111,8.04672,0,338.84,-75.7726
1,2022-11-29 01:00:00+09:00,100,16,100,1009,3.28,232,0.8,0,15.5556,9.65606,0,34.517,-74.213
1,2022-11-29 02:00:00+09:00,100,15.55,100,1010,4.91,285,0.2,0,15,9.65606,0,64.6075,-64.6685
1,2022-11-29 03:00:00+09:00,100,14.92,99,1010,6.52,333,0,0,15,9.65606,0,79.4941,-52.9415
1,2022-11-29 04:00:00+09:00,100,14.26,97,1010,8.62,349,0,0,14.4444,9.65606,0,89.3646,-40.6936
1,2022-11-29 05:00:00+09:00,100,13.91,94,1010,9.75,355,0,0,13.8889,9.65606,0,97.45,-28.4101
1,2022-11-29 06:00:00+09:00,100,13.29,94,1011,11.82,342,1.16,0,11.1111,9.65606,0,105.048,-16.3395
1,2022-11-29 07:00:00+09:00,100,12.63,94,1012,11.23,349,2.85,0,10,4.82803,0,112.892,-4.69844
1,2022-11-29 08:00:00+09:00,100,12.21,92,1014,12.21,345,2.49,0,9.44444,4.82803,0,121.557,6.25104
1,2022-11-29 09:00:00+09:00,100,12.21,89,1013,12.36,348,0.87,0,8.33333,6.43738,0,131.604,16.1445
1,2022-11-29 10:00:00+09:00,100,11.91,82,1014,14.5,354,0,0,7.22222,8.04672,1,143.568,24.4619
1,2022-11-29 11:00:00+09:00,100,11.59,71,1015,14.44,355,0,0,6.11111,9.65606,1,157.761,30.5107
1,2022-11-29 12:00:00+09:00,100,11.34,64,1016,14.34,356,0,0,5,11.2654,1,173.845,33.54
1,2022-11-29 13:00:00+09:00,100,10.7,60,1016,14.71,351,0,0,3.33333,16.0934,1,190.546,33.0584
1,2022-11-29 14:00:00+09:00,100,10.3,57,1017,15.03,350,0,0,1.11111,16.0934,1,206.207,29.1502
1,2022-11-29 15:00:00+09:00,100,9.59,59,1017,15.07,351,0,0,5.68E-14,16.0934,1,219.794,22.4155
1,2022-11-29 16:00:00+09:00,100,8.85,62,1018,15.41,351,0,0,-0.555556,16.0934,0,231.19,13.6127
1,2022-11-29 17:00:00+09:00,100,8.29,63,1020,15.16,351,0,0,-0.555556,16.0934,0,240.801,3.39142
1,2022-11-29 18:00:00+09:00,100,7.72,64,1021,15.88,351,0,0,-0.555556,16.0934,0,249.179,-7.77495
1,2022-11-29 19:00:00+09:00,100,7.16,65,1022,16.11,353,0,0,-1.11111,16.0934,0,256.879,-19.5554
1,2022-11-29 20:00:00+09:00,100,6.61,66,1023,15.42,354,0,0,-2.22222,16.0934,0,264.497,-31.7067
1,2022-11-29 21:00:00+09:00,95,6.43,67,1025,15.76,350,0,0,-2.77778,16.0934,0,272.85,-44.015
1,2022-11-29 22:00:00+09:00,100,6.14,67,1025,15.09,356,0,0,-2.77778,16.0934,0,283.529,-56.2041
1,2022-11-29 23:00:00+09:00,100,5.82,68,1026,14.34,352,0,0,-2.22222,16.0934,0,300.859,-67.6437
1,2022-11-30 00:00:00+09:00,100,5.65,71,1026,14.72,351,0,0,-2.22222,16.0934,0,338.303,-75.9074
1,2022-11-30 01:00:00+09:00,100,5.11,77,1027,14.53,350,0,0,-1.66667,16.0934,0,34.5716,-74.4007
1,2022-11-30 02:00:00+09:00,100,5.51,69,1028,14.69,347,0,0,-2.22222,16.0934,0,64.81,-64.8355
1,2022-11-30 03:00:00+09:00,100,4.95,70,1027,14.78,350,0,0,-2.77778,16.0934,0,79.6713,-53.0961
1,2022-11-30 04:00:00+09:00,100,4,79,1027,15.34,351,0,0,-3.33333,11.2654,0,89.5111,-40.8449
1,2022-11-30 05:00:00+09:00,100,3.56,80,1027,14.93,351,0,0,-3.88889,11.2654,0,97.5731,-28.5631
1,2022-11-30 06:00:00+09:00,100,3.25,80,1029,15,349,0,0,-3.88889,11.2654,0,105.153,-16.4972
1,2022-11-30 07:00:00+09:00,100,3.36,72,1029,15.38,349,0,0,-3.88889,16.0934,0,112.981,-4.86279
1,2022-11-30 08:00:00+09:00,100,3.27,70,1030,14.73,348,0,0,-4.44444,16.0934,0,121.63,6.07884
1,2022-11-30 09:00:00+09:00,100,3.36,70,1031,15.34,345,0,0,-4.44444,16.0934,0,131.655,15.9645
1,2022-11-30 10:00:00+09:00,100,3.02,75,1031,14.26,352,0,0,-5,16.0934,1,143.587,24.2764
1,2022-11-30 11:00:00+09:00,100,2.83,78,1032,13.24,354,0,0,-5,16.0934,1,157.736,30.3259
1,2022-11-30 12:00:00+09:00,100,2.72,80,1031,12.98,355,0,0.21,-5,16.0934,1,173.766,33.3662
1,2022-11-30 13:00:00+09:00,100,2.61,81,1031,12.57,352,0,0.2,-5.55556,16.0934,1,190.417,32.9074
1,2022-11-30 14:00:00+09:00,100,2.78,78,1030,12.75,353,0,0.11,-6.11111,16.0934,1,206.046,29.0292
1,2022-11-30 15:00:00+09:00,100,2.85,76,1030,12.98,352,0,0,-6.11111,16.0934,0,219.619,22.3252
1,2022-11-30 16:00:00+09:00,100,2.68,77,1031,12.7,353,0,0,-6.11111,16.0934,0,231.011,13.5493
1,2022-11-30 17:00:00+09:00,100,2.5,79,1031,12.06,353,0,0,-5.55556,16.0934,0,240.621,3.34985
1,2022-11-30 18:00:00+09:00,100,2.32,82,1032,12.34,354,0,0,-5.55556,16.0934,0,248.994,-7.79973
1,2022-11-30 19:00:00+09:00,100,2.35,80,1032,11.7,356,0,0,-5.55556,8.04672,0,256.684,-19.5681
1,2022-11-30 20:00:00+09:00,100,2.19,82,1032,11.44,358,0,0.13,-6.11111,8.04672,0,264.28,-31.7119
1,2022-11-30 21:00:00+09:00,100,1.9,83,1033,10.89,360,0,0.14,-6.66667,8.04672,0,272.594,-44.0188
1,2022-11-30 22:00:00+09:00,100,1.25,84,1032,9.93,7,0,0.17,-6.66667,8.04672,0,283.199,-56.2162
1,2022-11-30 23:00:00+09:00,100,0.78,85,1032,9.07,10,0,0.2,-7.22222,8.04672,0,300.389,-67.6865
1,2022-12-01 00:00:00+09:00,100,0.62,84,1032,8.73,12,0,0.26,-7.22222,8.04672,0,337.755,-76.0339
1,2022-12-01 01:00:00+09:00,100,0.17,84,1032,8.28,17,0,0.17,-8.33333,8.04672,0,34.607,-74.5836
1,2022-12-01 02:00:00+09:00,100,-0.05,85,1032,7.71,20,0,0.27,-8.33333,8.04672,0,64.9988,-65.0001
1,2022-12-01 03:00:00+09:00,100,-0.46,85,1031,6.71,30,0,0.19,-8.33333,8.04672,0,79.838,-53.2491
1,2022-12-01 04:00:00+09:00,100,-0.77,82,1031,6.03,36,0,0.15,-8.33333,8.04672,0,89.6488,-40.9949
1,2022-12-01 05:00:00+09:00,97,-0.59,76,1030,5.81,34,0,0,-8.33333,8.04672,0,97.6885,-28.7147
1,2022-12-01 06:00:00+09:00,98,-0.42,71,1031,6.5,30,0,0,-7.77778,8.04672,0,105.251,-16.6532
1,2022-12-01 07:00:00+09:00,98,-0.45,66,1031,7,34,0,0,-8.33333,16.0934,0,113.064,-5.02507
1,2022-12-01 08:00:00+09:00,99,-0.52,65,1031,6.9,38,0,0,-8.33333,16.0934,0,121.696,5.90938
1,2022-12-01 09:00:00+09:00,99,-0.28,62,1032,6.19,41,0,0,-8.88889,16.0934,1,131.699,15.7881
1,2022-12-01 10:00:00+09:00,27,0.5,58,1032,6.28,46,0,0,-10,16.0934,1,143.601,24.0955
1,2022-12-01 11:00:00+09:00,64,1.25,55,1032,5.61,42,0,0,-10.5556,16.0934,1,157.706,30.1467
1,2022-12-01 12:00:00+09:00,76,1.65,54,1031,5.04,32,0,0,-11.6667,16.0934,1,173.683,33.199
1,2022-12-01 13:00:00+09:00,76,2.25,54,1030,4.12,20,0,0,-12.2222,16.0934,1,190.287,32.7633
1,2022-12-01 14:00:00+09:00,65,2.58,56,1030,3.29,356,0,0,-11.6667,16.0934,1,205.886,28.9153
1,2022-12-01 15:00:00+09:00,61,2.66,58,1029,2.63,322,0,0,-10.5556,16.0934,1,219.446,22.2416
1,2022-12-01 16:00:00+09:00,14,2.69,64,1029,3.55,303,0,0,-8.33333,16.0934,0,230.835,13.4924
1,2022-12-01 17:00:00+09:00,57,2.43,71,1029,3.01,269,0,0,-6.11111,16.0934,0,240.444,3.31439
1,2022-12-01 18:00:00+09:00,67,2.7,83,1029,4.8,263,0,0.13,-4.44444,16.0934,0,248.814,-7.81866
1,2022-12-01 19:00:00+09:00,75,3.5,91,1029,5.59,288,0.49,0,-3.88889,16.0934,0,256.494,-19.575
1,2022-12-01 20:00:00+09:00,80,5.08,80,1029,9.46,334,0.58,0,-1.66667,16.0934,0,264.07,-31.7115
1,2022-12-01 21:00:00+09:00,83,3.43,86,1030,7.37,11,0.16,0,-1.66667,16.0934,0,272.345,-44.0167
1,2022-12-01 22:00:00+09:00,100,2.03,86,1030,6,30,0,0,-1.66667,16.0934,0,282.878,-56.222
1,2022-12-01 23:00:00+09:00,100,1.8,80,1030,4.64,32,0,0,-0.555556,16.0934,0,299.927,-67.7218
1,2022-12-02 00:00:00+09:00,100,1.67,78,1030,4.24,33,0,0,5.68E-14,16.0934,0,337.198,-76.1519
1,2022-12-02 01:00:00+09:00,100,1.28,75,1031,3.96,45,0,0,-2.22222,16.0934,0,34.6225,-74.7617
1,2022-12-02 02:00:00+09:00,100,1.18,70,1031,3.54,44,0,0,-2.77778,16.0934,0,65.1736,-65.1621
1,2022-12-02 03:00:00+09:00,100,1.11,69,1031,3.7,41,0,0,-2.77778,16.0934,0,79.9939,-53.4005
1,2022-12-02 04:00:00+09:00,67,0.85,70,1031,4.1,45,0,0,-2.77778,16.0934,0,89.7776,-41.1435
1,2022-12-02 05:00:00+09:00,68,0.74,70,1030,3.72,54,0,0,-3.88889,16.0934,0,97.7961,-28.8649
1,2022-12-02 06:00:00+09:00,71,0.8,69,1030,3.59,59,0,0,-2.77778,16.0934,0,105.342,-16.8076
1,2022-12-02 07:00:00+09:00,71,0.81,68,1031,3.84,59,0,0,-2.22222,16.0934,0,113.139,-5.18515
1,2022-12-02 08:00:00+09:00,63,1.01,67,1031,4.1,61,0,0,-2.22222,16.0934,0,121.755,5.74276
1,2022-12-02 09:00:00+09:00,63,1.51,65,1032,4.47,55,0,0,-2.77778,16.0934,0,131.737,15.6153
1,2022-12-02 10:00:00+09:00,8,1.97,62,1032,4.44,51,0,0,-3.33333,16.0934,1,143.608,23.9193
1,2022-12-02 11:00:00+09:00,8,2.59,59,1032,4.36,45,0,0,-3.88889,16.0934,1,157.671,29.9732
1,2022-12-02 12:00:00+09:00,7,3.31,56,1031,4.26,36,0,0,-4.44444,16.0934,1,173.598,33.0383
1,2022-12-02 13:00:00+09:00,6,3.86,54,1030,3.79,30,0,0,-5,16.0934,1,190.156,32.6263
1,2022-12-02 14:00:00+09:00,5,4.22,52,1029,3.23,21,0,0,-5,16.0934,1,205.727,28.8084
1,2022-12-02 15:00:00+09:00,4,4.5,51,1029,3.11,12,0,0,-3.88889,16.0934,1,219.276,22.1649
1,2022-12-02 16:00:00+09:00,2,4.66,51,1029,2.59,7,0,0,-3.88889,16.0934,1,230.663,13.4419
1,2022-12-02 17:00:00+09:00,22,4.5,53,1029,2.74,6,0,0,-3.88889,16.0934,0,240.271,3.28503
1,2022-12-02 18:00:00+09:00,16,4.34,54,1028,3.02,46,0,0,-3.33333,16.0934,0,248.638,-7.83176
1,2022-12-02 19:00:00+09:00,13,4.26,53,1029,2.48,54,0,0,-3.33333,16.0934,0,256.309,-19.5764
1,2022-12-02 20:00:00+09:00,11,4.13,53,1029,2.39,65,0,0,-3.33333,16.0934,0,263.865,-31.7056
1,2022-12-02 21:00:00+09:00,9,3.95,52,1029,1.4,58,0,0,-3.33333,16.0934,0,272.103,-44.0089
1,2022-12-02 22:00:00+09:00,9,3.93,53,1029,1.27,113,0,0,-3.33333,16.0934,0,282.565,-56.2215
1,2022-12-02 23:00:00+09:00,49,4.11,54,1029,2.08,123,0,0,-3.33333,16.0934,0,299.475,-67.7497
1,2022-12-03 00:00:00+09:00,66,4.24,55,1028,2.35,121,0,0,-3.33333,16.0934,0,336.634,-76.2614
1,2022-12-03 01:00:00+09:00,58,4.89,56,1028,2.32,177,0,0,-3.33333,16.0934,0,34.6177,-74.9349
1,2022-12-03 02:00:00+09:00,67,5.1,56,1028,1.96,173,0,0,-3.33333,16.0934,0,65.334,-65.3215
1,2022-12-03 03:00:00+09:00,59,4.95,56,1028,0.87,136,0,0,-2.77778,16.0934,0,80.1389,-53.5502
1,2022-12-03 04:00:00+09:00,18,4.77,58,1028,1.75,56,0,0,-3.33333,16.0934,0,89.8975,-41.2907
1,2022-12-03 05:00:00+09:00,48,4.38,63,1027,3.27,82,0,0,-2.22222,16.0934,0,97.8958,-29.0136
1,2022-12-03 06:00:00+09:00,40,4.3,63,1027,2.6,77,0,0,-1.11111,16.0934,0,105.425,-16.9601
1,2022-12-03 07:00:00+09:00,35,4.48,63,1027,2.37,85,0,0,0.555556,16.0934,0,113.208,-5.34296
1,2022-12-03 08:00:00+09:00,47,4.9,64,1027,3.05,101,0,0,1.11111,16.0934,1,121.808,5.57909
1,2022-12-03 09:00:00+09:00,55,5.51,63,1028,3.48,100,0,0,1.66667,16.0934,2,131.769,15.4464
1,2022-12-03 10:00:00+09:00,100,5.98,62,1028,2.51,95,0,0,1.66667,16.0934,2,143.609,23.7479
1,2022-12-03 11:00:00+09:00,100,6.4,63,1028,2.97,93,0,0,1.11111,16.0934,3,157.631,29.8056
1,2022-12-03 12:00:00+09:00,100,6.89,62,1027,2.78,98,0,0,0.555556,16.0934,2,173.509,32.8843
1,2022-12-03 13:00:00+09:00,100,7.36,61,1026,2.23,87,0,0,5.68E-14,16.0934,2,190.025,32.4964
1,2022-12-03 14:00:00+09:00,100,7.96,60,1025,1.91,79,0,0,5.68E-14,16.0934,1,205.569,28.7086
1,2022-12-03 15:00:00+09:00,100,8.26,58,1025,0.7,58,0,0,0.555556,16.0934,1,219.108,22.095
