time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation,model1,model2,model3,model4,model5
2023-11-03 5:00,0,17.67,85,1017,2.11,151,0,0,15,16.0934,0,91.7536,-24.1711,0,0,0,0,0
2023-11-03 6:00,0,17.55,85,1016,3.15,140,0,0,15,16.0934,0,99.9404,-11.9301,0,0,0,0,0
2023-11-03 7:00,0,17.46,85,1017,3.42,139,0,0,15,16.0934,0,108.223,0.00684906,1.64488,3.40528,0.193674,0.817279,0
2023-11-03 8:00,0,17.76,84,1017,3.47,137,0,0,15.5556,16.0934,1,117.295,11.3585,5.86569,10.9644,3.03567,7.98599,0
2023-11-03 9:00,0,18.63,82,1018,3.13,159,0,0,15.5556,9.65606,2,127.868,21.7367,20.5828,21.4667,16.5994,23.7962,20.4626
2023-11-03 10:00,0,19.52,80,1018,3.9,184,0,0,16.1111,16.0934,3,140.7,30.5629,36.7951,38.9383,38.6429,36.8456,46.4132
2023-11-03 11:00,0,20.13,78,1018,4.36,200,0,0,16.1111,16.0934,3,156.35,37.0097,50.3621,49.4595,52.2134,51.1548,54.3219
2023-11-03 12:00,0,20.36,77,1017,4.96,202,0,0,16.1111,9.65606,3,174.487,40.1184,51.1358,50.2005,48.7551,54.8273,64.5375
2023-11-03 13:00,0,20.4,77,1016,5.11,206,0,0,16.1111,16.0934,3,193.319,39.2605,54.607,56.4608,60.7466,63.3686,65.4916
2023-11-03 14:00,0,20.36,77,1016,5.02,210,0,0,16.6667,16.0934,3,210.53,34.6225,50.4463,53.6508,56.8108,56.0462,63.657
2023-11-03 15:00,2,20.37,78,1016,4.6,203,0,0,16.6667,16.0934,2,224.945,27.048,43.446,41.738,45.0665,42.0355,52.6746
2023-11-03 16:00,64,20.23,79,1016,4.23,210,0,0,16.6667,16.0934,1,236.717,17.4746,25.0706,24.3145,23.9012,22.3317,34.7475
2023-11-03 17:00,82,19.86,82,1016,3.9,197,0,0,16.6667,11.2654,0,246.546,6.62261,8.43693,7.27312,7.94116,7.04871,10.7391
2023-11-03 18:00,61,19.37,85,1016,3.12,198,0,0,17.2222,11.2654,0,255.178,-5.02119,2.45796,2.75071,0.508291,2.07209,0
2023-11-03 19:00,59,19.24,85,1017,2.68,189,0,0,16.6667,9.65606,0,263.301,-17.1251,1.89734,0,0.069667,1.21298,0
2023-11-03 20:00,67,19.24,84,1017,2.89,169,0,0,16.6667,9.65606,0,271.639,-29.4316,0,0,0,0,0
2023-11-03 21:00,71,19.16,82,1017,3.08,150,0,0,16.6667,8.04672,0,281.198,-41.6738,0,0,0,0,0
2023-11-03 22:00,93,18.93,82,1017,2.95,141,0,0,16.6667,8.04672,0,293.836,-53.4331,0,0,0,0,0
2023-11-03 23:00,96,18.5,84,1018,2.4,150,0,0,16.6667,8.04672,0,313.664,-63.7402,0,0,0,0,0
2023-11-04 0:00,98,18.45,84,1017,1.62,149,0.11,0,16.6667,8.04672,0,347.635,-69.9557,0,0,0,0,0
2023-11-08 1:00,0,10.18,66,1022,5.62,17,0,0,3.33333,16.0934,0,29.9406,-69.2633,0,0,0,0,0
2023-11-08 2:00,0,9.9,66,1023,5.17,20,0,0,2.77778,16.0934,0,57.6995,-60.612,0,0,0,0,0
2023-11-08 3:00,0,9.55,65,1023,4.16,23,0,0,2.22222,16.0934,0,73.5836,-49.3749,0,0,0,0,0
2023-11-08 4:00,0,9.4,64,1022,4.68,21,0,0,2.22222,16.0934,0,84.4084,-37.2933,0,0,0,0,0
2023-11-08 5:00,0,9.27,62,1022,4.6,25,0,0,2.22222,16.0934,0,93.1639,-24.9915,0,0,0,0,0
2023-11-08 6:00,0,9.15,61,1022,4.54,25,0,0,2.22222,16.0934,0,101.23,-12.7832,0,0,0,0,0
2023-11-08 7:00,0,8.94,60,1023,4.08,38,0,0,1.66667,16.0934,0,109.433,-0.913995,0.522509,3.20283,0.180592,0.40973,0
2023-11-08 8:00,0,9.14,57,1023,3.08,43,0,0,1.66667,16.0934,1,118.441,10.3378,6.26817,14.943,3.06912,5.68131,0
2023-11-08 9:00,1,9.82,53,1024,2.63,50,0,0,1.66667,16.0934,2,128.932,20.5867,23.9719,32.4903,18.187,32.2423,0.217021
2023-11-08 10:00,27,10.83,50,1023,3.16,96,0,0,2.22222,16.0934,3,141.606,29.2637,47.4599,47.7555,38.3865,48.9116,9.92151
2023-11-08 11:00,31,12.51,46,1023,3.76,126,0,0,2.22222,16.0934,3,156.949,35.5712,62.3025,56.3189,55.8983,63.5176,11.1906
2023-11-08 12:00,22,14.36,41,1022,3.44,153,0,0,2.22222,16.0934,3,174.604,38.6047,68.8253,61.0241,66.0301,70.0153,8.08608
2023-11-08 13:00,19,15.57,37,1022,2.66,192,0,0,2.22222,16.0934,3,192.902,37.7806,65.0576,60.9133,70.1163,74.6037,11.5506
2023-11-08 14:00,21,15.86,39,1021,2.51,226,0,0,2.22222,16.0934,3,209.71,33.2691,62.0621,57.9344,67.23,73.102,15.0815
2023-11-08 15:00,18,15.85,40,1021,2.22,238,0,0,2.22222,16.0934,2,223.903,25.8556,49.7734,46.8625,51.0399,56.3552,18.6769
2023-11-08 16:00,14,15.8,41,1021,0.92,192,0,0,2.77778,16.0934,1,235.57,16.4334,32.2473,31.0297,26.4327,30.7765,11.9482
2023-11-08 17:00,10,15.66,44,1021,1.41,151,0,0,2.77778,16.0934,0,245.338,5.7045,14.7457,12.9564,8.33228,14.1108,12.3233
2023-11-08 18:00,8,15.18,48,1021,1.85,130,0,0,3.88889,16.0934,0,253.908,-5.84876,1.28134,5.31769,0.306312,3.35457,1.91265
2023-11-08 19:00,8,14.77,52,1022,2.02,133,0,0,4.44444,16.0934,0,261.939,-17.896,0.470285,0,0.0828011,1.1793,0
2023-11-08 20:00,13,14.35,55,1022,3.13,130,0,0,6.11111,16.0934,0,270.131,-30.184,0,0,0,0,0
2023-11-08 21:00,27,14.01,58,1022,4.37,135,0,0,6.66667,16.0934,0,279.463,-42.4585,0,0,0,0,0
2023-11-08 22:00,96,13.84,60,1022,4.96,139,0,0,7.22222,16.0934,0,291.781,-54.3308,0,0,0,0,0
2023-11-08 23:00,86,13.69,64,1022,4.28,131,0,0,7.77778,16.0934,0,311.404,-64.8849,0,0,0,0,0
2023-11-09 0:00,90,13.47,66,1022,3.18,138,0,0,7.77778,16.0934,0,346.646,-71.4254,0,0,0,0,0
